zone,crop_type,growing_stage,stage_day_of_year,temperature,humidity,precipitation,yield_value,disease_probability
south,plums,ripening_maturity,245,20.5,49.6,1.4,110.5,0.23
south,plums,ripening_maturity,227,16.7,81.3,3.8,118.0,0.58
south,plums,ripening_maturity,258,22.8,81.2,5.7,102.5,1.0
south,plums,ripening_maturity,226,22.4,67.3,1.3,150.0,0.44
south,plums,ripening_maturity,233,20.4,79.4,0.4,138.3,0.5
south,plums,ripening_maturity,279,30.2,64.2,9.3,144.2,0.43
south,grapes,sowing,108,0.4,45.7,6.6,55.5,0.16
south,grapes,sowing,93,-1.6,55.0,7.4,52.0,0.27
south,grapes,sowing,116,1.9,69.1,2.3,75.4,0.35
south,grapes,sowing,95,-1.3,52.0,3.2,55.3,0.32
south,grapes,sowing,107,0.8,46.6,0.4,62.8,0.14
south,grapes,sowing,104,-0.0,47.4,5.0,54.3,0.29
south,grapes,tillering,160,10.8,53.2,8.7,96.2,0.57
south,grapes,tillering,157,7.1,69.5,1.8,84.4,0.2
south,grapes,tillering,165,8.7,74.3,7.4,94.1,0.26
south,grapes,tillering,134,4.6,56.7,10.3,66.1,0.33
south,grapes,tillering,169,10.1,54.9,2.1,93.4,0.27
south,grapes,tillering,163,11.1,66.1,5.6,110.7,0.65
south,grapes,tillering,137,5.0,55.1,5.4,73.1,0.31
south,grapes,heading_flowering,196,12.9,50.4,8.0,69.0,0.56
south,grapes,heading_flowering,202,16.2,76.1,8.4,83.5,0.28
south,grapes,heading_flowering,212,16.7,73.0,12.9,82.8,0.49
south,grapes,heading_flowering,213,18.8,74.8,9.1,85.5,0.85
south,grapes,heading_flowering,192,16.6,61.3,8.0,101.1,0.36
south,grapes,heading_flowering,201,12.8,70.0,8.6,79.8,0.32
south,grapes,heading_flowering,198,15.9,61.0,1.5,110.9,0.62
south,grapes,heading_flowering,191,12.4,69.5,0.3,85.4,0.43
south,grapes,ripening_maturity,272,29.6,76.8,8.3,102.8,1.0
south,grapes,ripening_maturity,264,29.5,55.5,3.4,79.9,0.62
south,grapes,ripening_maturity,241,22.4,68.8,8.4,98.8,1.0
south,grapes,ripening_maturity,276,25.2,67.7,17.4,92.9,0.63
south,grapes,ripening_maturity,253,24.8,71.1,8.5,91.1,0.9
south,grapes,ripening_maturity,238,25.1,66.6,8.1,96.9,0.82
south,grapes,ripening_maturity,232,19.3,49.3,7.6,111.3,0.24
south,grapes,ripening_maturity,230,18.0,57.0,11.2,105.9,0.65
east,winter_wheat,sowing,119,-0.7,47.4,2.9,17.7,0.23
east,winter_wheat,sowing,103,-4.1,61.9,5.8,19.0,0.14
east,winter_wheat,sowing,105,-3.4,64.5,6.5,18.5,0.23
east,winter_wheat,sowing,118,-1.1,38.0,5.8,14.5,0.23
east,winter_wheat,sowing,96,-4.9,56.7,4.8,21.0,0.13
east,winter_wheat,sowing,107,-3.1,48.0,1.2,17.2,0.15
east,winter_wheat,sowing,94,-5.4,58.2,6.3,18.2,0.09
east,winter_wheat,tillering,136,2.2,51.6,2.2,21.0,0.2
east,winter_wheat,tillering,135,-0.0,56.6,1.6,21.1,0.14
east,winter_wheat,tillering,145,1.8,60.0,5.4,26.4,0.14
east,winter_wheat,tillering,165,6.6,41.1,0.5,24.3,0.24
east,winter_wheat,tillering,133,1.2,70.1,2.0,22.5,0.11
east,winter_wheat,tillering,134,0.7,39.5,8.1,19.7,0.15
east,winter_wheat,tillering,163,5.6,50.2,9.2,27.5,0.26
east,winter_wheat,tillering,154,4.2,67.8,0.8,23.4,0.18
east,winter_wheat,booting,164,5.5,61.5,2.8,25.1,0.24
east,winter_wheat,booting,165,6.8,41.9,6.0,24.6,0.16
east,winter_wheat,booting,190,10.2,40.7,5.5,21.7,0.33
east,winter_wheat,booting,180,10.4,58.0,10.1,26.0,0.4
east,winter_wheat,booting,200,13.4,66.1,6.3,40.2,0.21
east,winter_wheat,booting,179,8.9,73.0,6.2,36.2,0.24
east,winter_wheat,booting,173,6.3,47.9,6.2,28.7,0.22
east,winter_wheat,booting,197,10.1,41.3,11.7,22.2,0.36
east,winter_wheat,heading_flowering,212,11.5,56.3,1.0,28.7,0.23
east,winter_wheat,heading_flowering,209,11.5,48.6,6.9,28.7,0.5
east,winter_wheat,heading_flowering,200,11.3,53.4,3.9,28.4,0.37
east,winter_wheat,heading_flowering,233,15.9,74.5,10.9,31.0,0.38
east,winter_wheat,heading_flowering,194,10.5,57.8,3.6,37.4,0.21
east,winter_wheat,heading_flowering,204,13.1,42.1,1.7,30.1,0.41
east,winter_wheat,heading_flowering,207,15.1,51.5,10.8,33.5,0.47
east,winter_wheat,ripening_maturity,261,24.7,44.6,5.3,37.0,0.32
east,winter_wheat,ripening_maturity,280,26.5,76.8,14.7,34.1,0.61
east,winter_wheat,ripening_maturity,224,13.9,51.0,0.4,29.5,0.33
east,winter_wheat,ripening_maturity,220,12.1,61.4,8.4,40.9,0.47
east,winter_wheat,ripening_maturity,277,19.1,70.8,1.7,42.6,0.67
east,winter_wheat,ripening_maturity,234,15.4,68.1,3.1,36.8,0.49
east,winter_wheat,ripening_maturity,245,15.9,74.8,4.3,30.4,0.46
east,winter_wheat,ripening_maturity,236,14.1,60.0,6.2,30.8,0.45
east,spring_barley,sowing,116,-2.1,38.4,7.1,11.6,0.17
east,spring_barley,sowing,114,-1.7,40.1,0.9,16.3,0.23
east,spring_barley,sowing,110,-3.3,70.2,1.7,13.8,0.22
east,spring_barley,sowing,91,-5.8,55.5,7.5,14.6,0.14
east,spring_barley,sowing,117,-1.3,66.4,6.9,21.3,0.17
east,spring_barley,sowing,97,-4.9,59.0,4.4,14.3,0.21
east,spring_barley,emergence,127,0.8,71.8,2.2,21.8,0.12
east,spring_barley,emergence,112,-2.9,39.4,2.9,13.7,0.15
east,spring_barley,emergence,139,0.9,38.3,6.2,12.2,0.3
east,spring_barley,emergence,116,-2.0,62.2,6.7,19.6,0.3
east,spring_barley,emergence,134,1.2,43.8,5.2,13.7,0.1
east,spring_barley,emergence,137,0.7,65.2,1.8,22.6,0.22
east,spring_barley,emergence,133,1.0,56.7,6.1,21.6,0.27
east,spring_barley,tillering,170,6.3,57.9,7.5,24.0,0.17
east,spring_barley,tillering,166,4.2,68.3,5.2,24.5,0.16
east,spring_barley,tillering,152,3.9,68.7,0.2,23.3,0.16
east,spring_barley,tillering,144,2.0,50.3,0.5,14.4,0.2
east,spring_barley,tillering,137,0.6,64.0,6.3,18.2,0.12
east,spring_barley,tillering,164,5.4,59.3,6.5,23.3,0.29
east,spring_barley,tillering,154,3.0,69.2,2.5,24.7,0.22
east,spring_barley,heading_flowering,225,16.0,57.6,6.2,29.9,0.43
east,spring_barley,heading_flowering,193,11.6,53.0,6.4,22.3,0.59
east,spring_barley,heading_flowering,238,20.8,66.5,2.9,31.8,0.59
east,spring_barley,heading_flowering,239,15.3,67.8,12.2,26.7,0.29
east,spring_barley,heading_flowering,202,10.3,59.6,9.9,23.1,0.45
east,spring_barley,heading_flowering,219,11.1,48.1,4.4,20.3,0.59
east,spring_barley,ripening_maturity,234,18.5,48.8,13.2,30.8,0.34
east,spring_barley,ripening_maturity,240,15.3,76.9,7.0,30.9,0.34
east,spring_barley,ripening_maturity,232,13.7,55.2,1.5,27.4,0.22
east,spring_barley,ripening_maturity,255,22.2,75.2,4.4,30.9,1.0
east,spring_barley,ripening_maturity,263,20.4,45.3,4.0,26.8,0.59
east,spring_barley,ripening_maturity,259,20.3,67.7,8.6,39.3,0.47
east,spring_barley,ripening_maturity,227,18.6,67.0,0.7,36.3,0.89
east,corn,sowing,93,-5.5,36.9,2.1,24.6,0.24
east,corn,sowing,95,-5.3,38.9,0.3,21.5,0.2
east,corn,sowing,94,-5.3,49.5,0.3,28.3,0.28
east,corn,sowing,96,-5.1,37.0,4.4,25.4,0.16
east,corn,sowing,107,-3.6,42.9,7.6,23.8,0.18
east,corn,sowing,112,-2.0,49.9,4.5,29.1,0.25
east,corn,sowing,97,-4.9,59.6,1.6,36.5,0.26
east,corn,sowing,90,-6.0,59.8,3.4,23.5,0.23
east,corn,emergence,135,2.3,70.5,6.8,41.0,0.25
east,corn,emergence,113,-1.9,46.4,6.8,25.1,0.29
east,corn,emergence,139,2.6,69.2,5.1,33.4,0.32
east,corn,emergence,130,0.1,58.0,4.0,36.1,0.31
east,corn,emergence,125,-0.2,65.8,7.9,31.0,0.3
east,corn,emergence,119,-2.2,44.5,2.9,23.3,0.25
east,corn,emergence,120,-1.2,62.0,4.2,29.3,0.12
east,corn,tillering,146,2.6,61.8,8.5,34.0,0.18
east,corn,tillering,148,3.5,40.5,6.5,33.7,0.3
east,corn,tillering,145,2.4,66.9,4.6,38.3,0.29
east,corn,tillering,158,3.3,48.3,2.7,42.8,0.22
east,corn,tillering,134,-0.1,58.8,2.9,40.2,0.31
east,corn,tillering,132,0.9,46.9,1.7,26.8,0.16
east,corn,tillering,170,8.4,57.4,10.6,47.3,0.14
east,corn,heading_flowering,202,11.1,50.0,8.4,51.3,0.6
east,corn,heading_flowering,192,9.9,43.2,7.9,46.3,0.33
east,corn,heading_flowering,193,11.6,67.6,0.4,53.9,0.46
east,corn,heading_flowering,238,16.9,65.7,9.4,71.5,0.31
east,corn,heading_flowering,224,11.9,60.1,7.6,50.1,0.57
east,corn,heading_flowering,231,19.1,75.9,0.1,66.8,0.68
east,corn,heading_flowering,228,18.4,57.9,9.0,64.0,0.37
east,corn,heading_flowering,205,11.2,68.9,7.1,47.5,0.59
east,corn,ripening_maturity,246,17.7,44.8,7.0,43.4,0.6
east,corn,ripening_maturity,226,15.1,47.4,10.4,48.9,0.26
east,corn,ripening_maturity,268,24.9,71.6,1.4,53.7,1.0
east,corn,ripening_maturity,279,26.0,76.0,0.1,61.6,1.0
east,corn,ripening_maturity,234,15.5,50.5,6.6,54.5,0.4
east,corn,ripening_maturity,241,20.4,70.0,4.7,69.3,0.34
east,corn,ripening_maturity,239,14.7,55.9,12.4,51.7,0.25
east,corn,ripening_maturity,254,20.8,75.4,8.2,53.2,1.0
east,oats,sowing,115,-2.5,42.0,4.7,12.5,0.22
east,oats,sowing,91,-5.8,63.3,7.3,12.9,0.19
east,oats,sowing,114,-2.7,37.6,6.0,9.3,0.09
east,oats,sowing,99,-4.5,66.5,1.7,12.5,0.22
east,oats,sowing,94,-5.3,67.2,3.1,13.0,0.18
east,oats,sowing,120,-0.7,63.5,2.5,14.5,0.2
east,oats,sowing,101,-4.2,61.5,6.2,13.1,0.19
east,oats,tillering,155,4.2,66.2,6.4,18.9,0.17
east,oats,tillering,165,7.7,55.0,5.3,18.0,0.08
east,oats,tillering,149,1.9,51.2,5.6,17.3,0.14
east,oats,tillering,152,3.9,71.9,2.9,19.7,0.16
east,oats,tillering,168,6.0,48.9,5.8,16.3,0.11
east,oats,tillering,161,5.1,68.4,4.9,19.6,0.22
east,oats,tillering,144,2.2,58.3,7.0,17.8,0.18
east,oats,tillering,131,-0.3,64.2,7.3,15.6,0.17
east,oats,booting,160,3.5,66.7,2.5,18.3,0.21
east,oats,booting,181,8.2,52.6,1.5,16.5,0.21
east,oats,booting,180,9.6,69.6,10.2,18.6,0.12
east,oats,booting,189,8.1,40.3,9.9,15.2,0.14
east,oats,booting,173,8.7,61.1,10.3,17.1,0.14
east,oats,booting,176,6.8,48.1,6.8,17.0,0.21
east,oats,booting,192,10.0,72.6,11.5,19.0,0.43
east,oats,heading_flowering,195,12.6,61.4,6.9,24.5,0.37
east,oats,heading_flowering,209,11.1,60.8,4.8,22.1,0.2
east,oats,heading_flowering,219,13.5,44.0,6.6,20.9,0.2
east,oats,heading_flowering,221,15.4,76.3,2.5,22.6,0.43
east,oats,heading_flowering,239,20.6,54.0,12.9,29.2,0.4
east,oats,heading_flowering,235,16.6,49.8,0.4,23.2,0.2
east,oats,heading_flowering,218,17.3,59.3,5.1,29.1,0.18
east,oats,heading_flowering,198,9.0,53.0,3.7,22.4,0.14
east,oats,ripening_maturity,230,15.2,63.0,9.2,21.1,0.32
east,oats,ripening_maturity,237,16.9,64.8,9.6,31.8,0.2
east,oats,ripening_maturity,224,13.5,52.1,0.7,19.8,0.17
east,oats,ripening_maturity,274,22.0,49.1,7.3,25.5,0.21
east,oats,ripening_maturity,246,16.8,59.6,12.5,26.1,0.31
east,oats,ripening_maturity,225,15.2,50.0,0.8,24.5,0.34
east,oats,ripening_maturity,229,13.5,74.9,4.3,25.0,0.42
east,rye,sowing,111,-2.9,62.1,7.3,14.8,0.13
east,rye,sowing,105,-4.0,63.6,3.6,13.2,0.08
east,rye,sowing,100,-4.5,43.6,5.2,10.0,0.12
east,rye,sowing,106,-3.5,66.2,5.0,12.5,0.14
east,rye,sowing,115,-1.8,38.6,3.4,11.2,0.15
east,rye,sowing,119,-1.0,47.1,6.8,13.2,0.13
east,rye,sowing,93,-5.5,37.2,5.7,11.3,0.2
east,rye,sowing,102,-4.3,45.8,3.0,12.0,0.18
east,rye,tillering,167,5.8,47.1,5.4,18.9,0.08
east,rye,tillering,168,7.9,44.3,6.8,21.1,0.2
east,rye,tillering,149,2.6,66.0,5.4,21.5,0.15
east,rye,tillering,138,2.3,40.5,5.5,16.5,0.19
east,rye,tillering,161,4.7,53.6,3.3,22.2,0.15
east,rye,tillering,134,-0.1,64.8,3.6,15.0,0.18
east,rye,tillering,157,3.4,39.1,7.1,15.2,0.16
east,rye,tillering,145,3.8,61.1,3.2,22.9,0.19
east,rye,booting,172,7.3,49.7,10.7,20.5,0.13
east,rye,booting,179,9.1,69.6,4.3,19.2,0.19
east,rye,booting,177,6.3,73.5,3.9,18.7,0.12
east,rye,booting,171,6.3,51.4,9.0,15.4,0.21
east,rye,booting,168,6.8,43.4,5.5,20.8,0.1
east,rye,booting,181,9.1,47.0,5.3,23.2,0.1
east,rye,heading_flowering,190,7.6,44.3,4.4,19.8,0.19
east,rye,heading_flowering,227,18.0,48.3,5.4,27.2,0.41
east,rye,heading_flowering,213,16.0,47.0,11.3,26.6,0.25
east,rye,heading_flowering,203,10.6,61.7,4.3,26.4,0.16
east,rye,heading_flowering,232,16.0,52.3,10.0,20.7,0.4
east,rye,heading_flowering,238,20.6,68.7,1.5,29.2,0.27
east,rye,heading_flowering,240,18.5,61.3,6.2,33.9,0.19
east,rye,heading_flowering,212,14.4,57.7,7.5,21.1,0.39
east,rye,ripening_maturity,230,18.4,44.5,3.3,27.2,0.39
east,rye,ripening_maturity,241,19.1,51.4,12.6,20.9,0.14
east,rye,ripening_maturity,266,19.1,61.5,12.4,25.5,0.21
east,rye,ripening_maturity,220,11.2,76.0,7.9,19.2,0.15
east,rye,ripening_maturity,227,18.6,56.4,1.7,24.2,0.35
east,rye,ripening_maturity,239,14.2,61.3,10.6,21.7,0.39
east,millet,sowing,108,-3.1,36.8,7.7,7.6,0.07
east,millet,sowing,119,-1.1,60.3,7.1,12.1,0.14
east,millet,sowing,99,-4.6,53.5,0.3,7.6,0.07
east,millet,sowing,97,-4.9,42.4,7.5,6.9,0.13
east,millet,sowing,90,-6.0,42.8,5.6,8.0,0.09
east,millet,sowing,96,-5.1,56.9,1.8,9.3,0.09
east,millet,sowing,117,-1.9,66.2,6.6,10.7,0.1
east,millet,emergence,117,-2.3,41.2,4.9,6.7,0.1
east,millet,emergence,128,-0.3,70.7,0.3,11.6,0.18
east,millet,emergence,123,-1.6,57.2,2.0,11.5,0.15
east,millet,emergence,132,1.3,48.1,2.2,9.5,0.15
east,millet,emergence,118,-2.2,52.9,1.2,9.9,0.15
east,millet,emergence,136,1.6,70.4,6.7,12.5,0.18
east,millet,emergence,131,1.0,60.1,2.4,11.9,0.17
east,millet,emergence,114,-1.7,70.4,8.0,9.3,0.12
east,millet,tillering,157,6.3,64.4,4.0,11.6,0.1
east,millet,tillering,146,3.8,54.7,8.6,10.7,0.16
east,millet,tillering,144,2.8,44.7,6.9,10.3,0.16
east,millet,tillering,162,6.3,41.3,6.9,11.4,0.14
east,millet,tillering,149,3.6,67.6,4.2,12.5,0.19
east,millet,tillering,152,4.6,49.9,7.0,12.9,0.06
east,millet,tillering,145,1.9,53.9,8.3,12.0,0.17
east,millet,heading_flowering,230,14.5,70.3,5.6,13.7,0.37
east,millet,heading_flowering,239,19.4,60.4,10.9,19.9,0.13
east,millet,heading_flowering,209,11.4,57.5,11.6,15.9,0.13
east,millet,heading_flowering,238,17.8,69.2,0.6,14.2,0.15
east,millet,heading_flowering,202,10.1,75.3,6.5,14.6,0.19
east,millet,heading_flowering,192,9.2,64.8,5.5,15.0,0.14
east,millet,heading_flowering,234,18.7,54.0,5.9,15.1,0.23
east,millet,heading_flowering,224,14.5,50.1,12.5,14.4,0.37
east,millet,ripening_maturity,269,19.3,59.5,11.1,19.2,0.15
east,millet,ripening_maturity,237,19.0,64.1,7.8,22.3,0.19
east,millet,ripening_maturity,224,12.2,52.8,5.0,14.1,0.13
east,millet,ripening_maturity,243,15.8,60.7,9.7,18.6,0.13
east,millet,ripening_maturity,220,13.8,72.3,5.9,14.3,0.28
east,millet,ripening_maturity,223,14.0,74.9,3.1,12.7,0.14
east,millet,ripening_maturity,254,20.7,50.1,3.3,15.1,0.13
east,millet,ripening_maturity,261,23.8,78.5,13.4,15.7,0.45
east,sorghum,sowing,119,-0.7,37.1,8.4,8.8,0.18
east,sorghum,sowing,100,-4.6,36.5,5.7,6.8,0.22
east,sorghum,sowing,120,-1.3,71.0,8.2,14.8,0.21
east,sorghum,sowing,111,-2.3,61.7,0.8,11.0,0.12
east,sorghum,sowing,110,-2.5,43.6,6.3,11.6,0.1
east,sorghum,sowing,92,-5.7,60.9,5.6,10.7,0.08
east,sorghum,sowing,97,-4.9,47.8,2.2,10.2,0.19
east,sorghum,emergence,113,-2.5,46.8,7.2,11.5,0.13
east,sorghum,emergence,127,-0.2,43.8,1.5,10.8,0.19
east,sorghum,emergence,110,-2.6,40.1,4.7,9.2,0.19
east,sorghum,emergence,135,2.1,51.2,8.6,10.8,0.18
east,sorghum,emergence,120,-1.5,56.9,5.2,12.6,0.15
east,sorghum,emergence,132,-0.0,45.9,2.1,11.5,0.21
east,sorghum,emergence,133,-0.3,65.1,0.7,16.3,0.11
east,sorghum,emergence,126,-0.5,57.5,5.2,12.9,0.13
east,sorghum,tillering,161,6.4,50.9,1.0,13.6,0.1
east,sorghum,tillering,132,0.7,62.6,7.3,11.7,0.16
east,sorghum,tillering,158,4.8,45.0,8.1,15.7,0.22
east,sorghum,tillering,167,6.8,60.5,5.0,16.1,0.21
east,sorghum,tillering,168,7.5,73.6,7.4,17.9,0.22
east,sorghum,tillering,138,1.9,63.4,8.6,17.0,0.2
east,sorghum,tillering,134,1.0,37.6,0.2,10.7,0.14
east,sorghum,heading_flowering,213,12.8,73.6,4.5,21.3,0.42
east,sorghum,heading_flowering,204,13.2,73.6,5.6,16.9,0.43
east,sorghum,heading_flowering,193,9.0,45.0,3.5,13.4,0.17
east,sorghum,heading_flowering,205,11.1,67.1,2.5,16.9,0.36
east,sorghum,heading_flowering,233,15.3,72.1,11.9,19.7,0.15
east,sorghum,heading_flowering,217,11.4,44.9,9.7,15.4,0.41
east,sorghum,heading_flowering,198,13.4,59.6,6.0,17.9,0.24
east,sorghum,heading_flowering,201,10.7,46.0,2.3,18.4,0.33
east,sorghum,ripening_maturity,262,22.5,60.5,2.1,23.7,0.42
east,sorghum,ripening_maturity,247,14.8,70.9,4.1,19.8,0.31
east,sorghum,ripening_maturity,268,23.2,74.0,3.7,24.3,0.58
east,sorghum,ripening_maturity,265,19.7,47.8,2.7,22.3,0.18
east,sorghum,ripening_maturity,260,18.1,67.2,1.5,26.8,0.62
east,sorghum,ripening_maturity,261,20.2,63.5,10.2,19.3,0.24
east,sorghum,ripening_maturity,237,19.6,48.8,1.5,20.1,0.32
east,peas,sowing,112,-2.4,51.9,1.5,9.1,0.2
east,peas,sowing,115,-1.9,70.9,5.4,10.2,0.29
east,peas,sowing,110,-2.9,57.4,5.6,11.0,0.31
east,peas,sowing,118,-1.8,36.9,2.8,8.2,0.27
east,peas,sowing,107,-3.1,53.9,7.1,11.7,0.32
east,peas,sowing,100,-4.6,52.5,1.0,10.4,0.3
east,peas,sowing,102,-4.0,46.0,6.1,7.7,0.3
east,peas,sowing,113,-2.8,55.4,8.0,12.0,0.27
east,peas,emergence,110,-2.3,44.3,6.7,8.4,0.35
east,peas,emergence,122,-0.6,66.7,2.7,10.5,0.29
east,peas,emergence,139,2.2,58.7,9.2,14.6,0.23
east,peas,emergence,115,-1.9,46.1,5.3,7.8,0.15
east,peas,emergence,124,-0.7,42.7,4.4,9.9,0.25
east,peas,emergence,121,-1.0,67.0,3.7,11.2,0.27
east,peas,emergence,112,-3.0,64.1,1.1,10.5,0.21
east,peas,emergence,133,0.4,68.0,3.7,10.9,0.18
east,peas,tillering,155,3.3,50.2,8.5,11.2,0.26
east,peas,tillering,138,0.9,70.6,8.5,10.8,0.34
east,peas,tillering,145,1.4,48.5,3.2,12.8,0.27
east,peas,tillering,158,3.7,65.6,9.8,12.5,0.33
east,peas,tillering,163,6.2,41.8,6.1,10.5,0.36
east,peas,tillering,133,1.5,46.9,6.6,11.8,0.31
east,peas,tillering,166,5.7,43.7,4.1,13.8,0.14
east,peas,tillering,164,4.0,52.9,8.6,10.5,0.29
east,peas,heading_flowering,194,11.8,69.9,3.3,14.8,0.71
east,peas,heading_flowering,222,12.2,49.4,7.9,14.4,0.5
east,peas,heading_flowering,224,16.8,45.4,3.9,18.6,0.46
east,peas,heading_flowering,202,11.8,48.8,3.5,15.0,0.55
east,peas,heading_flowering,234,14.9,70.0,5.8,15.8,0.58
east,peas,heading_flowering,203,10.1,61.8,2.4,15.4,0.37
east,peas,heading_flowering,198,12.3,63.9,0.2,15.0,0.36
east,peas,heading_flowering,230,18.1,68.2,1.2,18.1,0.63
east,peas,ripening_maturity,223,15.5,45.1,11.4,18.2,0.35
east,peas,ripening_maturity,278,24.9,49.1,1.2,19.7,0.48
east,peas,ripening_maturity,250,18.4,76.0,10.3,16.3,0.81
east,peas,ripening_maturity,259,17.4,60.9,11.3,22.6,0.69
east,peas,ripening_maturity,235,14.0,60.8,7.3,16.5,0.57
east,peas,ripening_maturity,237,17.5,73.3,1.7,21.9,0.26
east,peas,ripening_maturity,238,18.7,56.5,5.4,20.8,0.5
east,peas,ripening_maturity,273,24.3,77.1,12.4,14.8,1.0
east,chickpeas,sowing,118,-1.2,69.7,3.3,9.5,0.13
east,chickpeas,sowing,111,-2.5,68.4,0.1,9.9,0.26
east,chickpeas,sowing,117,-1.8,68.0,2.0,7.4,0.21
east,chickpeas,sowing,107,-3.3,48.0,1.5,8.4,0.31
east,chickpeas,sowing,104,-4.0,49.6,5.3,8.3,0.29
east,chickpeas,sowing,105,-3.7,61.4,3.8,6.9,0.27
east,chickpeas,sowing,120,-0.6,39.2,4.7,7.8,0.27
east,chickpeas,sowing,92,-5.7,45.1,2.0,5.2,0.2
east,chickpeas,emergence,117,-1.9,39.6,2.8,7.4,0.31
east,chickpeas,emergence,121,-1.8,59.5,6.2,10.4,0.19
east,chickpeas,emergence,137,0.6,66.9,3.8,11.7,0.17
east,chickpeas,emergence,119,-2.1,53.3,1.1,8.7,0.25
east,chickpeas,emergence,126,-0.5,71.0,5.5,10.4,0.21
east,chickpeas,emergence,131,1.1,49.8,3.0,10.5,0.12
east,chickpeas,emergence,138,1.2,43.7,8.8,7.7,0.29
east,chickpeas,emergence,128,0.9,49.1,4.8,7.5,0.33
east,chickpeas,tillering,137,1.7,64.5,2.6,11.7,0.29
east,chickpeas,tillering,134,2.1,60.4,8.5,10.1,0.27
east,chickpeas,tillering,157,4.9,53.1,1.7,9.1,0.13
east,chickpeas,tillering,161,6.4,62.1,5.0,11.9,0.19
east,chickpeas,tillering,170,5.2,48.7,2.5,9.6,0.16
east,chickpeas,tillering,169,6.6,51.2,1.3,8.8,0.19
east,chickpeas,tillering,148,1.9,43.0,0.1,7.2,0.24
east,chickpeas,tillering,140,1.3,58.1,3.1,9.8,0.2
east,chickpeas,heading_flowering,239,15.1,49.4,7.6,10.7,0.59
east,chickpeas,heading_flowering,215,11.4,44.3,7.4,9.8,0.45
east,chickpeas,heading_flowering,238,15.8,75.5,12.8,16.2,0.48
east,chickpeas,heading_flowering,214,15.5,64.7,5.1,15.6,0.66
east,chickpeas,heading_flowering,232,19.4,48.7,6.4,16.6,0.37
east,chickpeas,heading_flowering,207,10.3,48.6,7.4,11.5,0.36
east,chickpeas,heading_flowering,194,9.1,41.3,1.7,10.8,0.33
east,chickpeas,ripening_maturity,261,17.7,60.6,6.6,18.1,0.36
east,chickpeas,ripening_maturity,273,20.0,64.0,12.9,17.2,0.25
east,chickpeas,ripening_maturity,235,14.9,62.3,7.2,18.0,0.32
east,chickpeas,ripening_maturity,258,21.3,62.8,3.6,16.2,0.66
east,chickpeas,ripening_maturity,274,20.4,50.7,8.3,15.5,0.52
east,chickpeas,ripening_maturity,260,20.1,74.2,3.7,16.2,0.91
east,chickpeas,ripening_maturity,245,20.7,62.4,9.5,16.3,0.23
east,chickpeas,ripening_maturity,243,14.9,52.8,4.4,16.1,0.53
east,sunflower,sowing,107,-3.0,65.8,7.2,10.6,0.16
east,sunflower,sowing,92,-5.7,38.6,1.1,5.7,0.29
east,sunflower,sowing,100,-4.4,37.9,0.2,8.0,0.2
east,sunflower,sowing,99,-4.7,59.6,1.1,7.7,0.26
east,sunflower,sowing,117,-1.2,40.2,4.8,9.1,0.13
east,sunflower,sowing,110,-2.8,70.0,7.9,9.2,0.26
east,sunflower,sowing,111,-2.8,54.3,3.7,9.2,0.25
east,sunflower,sowing,114,-1.8,41.9,3.1,7.2,0.16
east,sunflower,emergence,132,1.7,59.7,1.5,10.2,0.11
east,sunflower,emergence,125,0.2,37.2,0.1,9.2,0.3
east,sunflower,emergence,134,0.3,37.8,0.3,8.6,0.1
east,sunflower,emergence,110,-3.2,53.0,3.2,8.8,0.28
east,sunflower,emergence,119,-1.0,57.0,0.8,11.3,0.21
east,sunflower,emergence,137,2.6,60.1,1.1,13.2,0.29
east,sunflower,emergence,138,1.5,45.9,7.3,8.6,0.25
east,sunflower,tillering,155,3.1,54.3,5.2,11.2,0.26
east,sunflower,tillering,163,4.5,62.1,8.3,11.7,0.23
east,sunflower,tillering,134,0.6,69.1,8.4,11.3,0.24
east,sunflower,tillering,133,1.3,61.8,9.1,11.2,0.25
east,sunflower,tillering,157,4.3,66.2,8.2,14.8,0.11
east,sunflower,tillering,164,5.0,63.5,7.7,13.8,0.3
east,sunflower,tillering,139,1.5,49.0,5.7,11.2,0.2
east,sunflower,heading_flowering,238,18.5,76.8,11.1,19.5,0.81
east,sunflower,heading_flowering,200,9.1,69.4,9.1,14.9,0.12
east,sunflower,heading_flowering,210,10.1,74.5,0.1,16.4,0.49
east,sunflower,heading_flowering,191,10.8,71.5,4.5,15.6,0.25
east,sunflower,heading_flowering,204,10.5,42.5,2.5,10.5,0.23
east,sunflower,heading_flowering,230,15.2,73.3,3.4,15.5,0.46
east,sunflower,heading_flowering,235,20.3,53.8,11.9,20.4,0.3
east,sunflower,heading_flowering,190,9.5,67.7,0.4,15.1,0.22
east,sunflower,ripening_maturity,267,25.1,76.1,10.3,19.4,0.53
east,sunflower,ripening_maturity,236,18.1,69.2,10.9,20.7,0.56
east,sunflower,ripening_maturity,223,14.2,55.8,12.7,14.1,0.53
east,sunflower,ripening_maturity,257,24.5,68.1,8.0,17.4,0.33
east,sunflower,ripening_maturity,244,21.5,54.4,12.4,19.5,0.36
east,sunflower,ripening_maturity,235,14.9,63.2,11.9,16.7,0.54
east,sunflower,ripening_maturity,250,19.5,66.0,7.5,20.0,0.84
east,sugar_beet,sowing,111,-2.9,58.5,0.1,195.0,0.13
